XCoord;YCoord;OBJECTID_1;NAME;ADDRESS;PHONE;EMAIL;WEBSITE;BRANCHADDRESS;COMMENT_;HOURS;COUNCIL_NAME
139.85566500;-36.83741700;164;Kingston School Community Library;46 East Tce, Kingston  5275;8767 2677;library@wattlerange.sa.gov.au;http://www.kingstonlibrary.com.au;NULL;NULL;School terms: Mon, Wed, Fri 9am - 5pm, Tues, Thurs 9am - 6pm, Sat 9.30am - 12.30pm School holidays: Wed, Fri 9.30am - 1pm, 2pm - 5pm, Tues, Thurs 9.30am - 1pm, 2pm - 6pm, Sat 9.30am - 12.30pm;Kingston Dc
140.36966300;-36.97123900;165;Lucindale School Community Library;Gum Ave, Lucindale  5272;8766 2084;NULL;http://www.libraries.sa.gov.au;NULL;NULL;School terms: Mon, Tues, Fri 9am - 4pm, Wed, Thurs 9am - 5pm, Sat 9am - 11.30am School holidays: Tues 9am - 12 noon & 1pm - 4pm, Thurs 9am - 12.30pm & 1pm - 5pm, Fri 9am - 12 noon & 1pm - 3.30pm, Sat 9am - 11.30am;Naracoorte Lucindale Council
140.74142100;-36.95621500;166;Naracoorte Public Library;De Garis Pl, Naracoorte  5271;8762 2338;NULL;http://www.naracoortelucindale.sa.gov.au/site/page.cfm?u=108;NULL;NULL;Mon - Wed, Fri 8.30am - 5.30pm, Thurs 8.30am - 8pm, Sat 8.30am - 12 noon;Naracoorte Lucindale Council
139.75479700;-37.16247000;167;Robe Public Library;Mundy Tce, Robe  5276;8768 2465;robelibrary@plain.sa.gov.au;http://www.council.robe.sa.gov.au;NULL;Co-located with Robe Visitor Information Centre;Mon - Fri 9am - 5pm Sat, Sun 10am - 4pm Public holidays 10am - 1pm;Dc Of Robe
140.34628600;-37.59434600;168;Millicent Public Library;Ridge Tce, Millicent  5280;8733 0903;library@wattlerange.sa.gov.au;http://www.wattlerange.sa.gov.au;Kalangadoo - Kalangadoo Primary School, Millicent Rd, Kalangadoo 5278 Hours: Tues 3pm - 5pm, Sat 9.30am - 11.30am Nangwarry - Nangwarry Primary School, Whitford Cres, Nangwarry 5277 Hours: Wed, Fri 10am - 12 noon;NULL;Tues, Fri 9am - 5.30pm, 6.30pm - 8.30pm, Wed, Thurs 9am - 5.30pm, Sat 9am - 12 noon;Wattle Range Council
140.84388000;-37.37369200;169;Penola School Community Library;43 Cameron St, Penola  5277;8737 2838;NULL;http://www.wattlerange.sa.gov.au;NULL;NULL;School terms: Mon, Wed - Fri 8.30am - 4pm, Tues 8.30am - 7pm, Sat 9.30am - 12 noon Closed for lunch 1pm - 2pm, closed on public holidays School holidays: Tues 10am - 8pm, Wed - Fri 9am - 4pm, Sat 9.30am - 12 noon;Wattle Range Council
140.78084400;-37.82958100;170;Mount Gambier Public Library;6 Watson Tce, Mount Gambier  5290;8721 2540;publiclibrary@mountgambier.sa.gov.au;http://www.mountgambier.sa.gov.au/library;NULL;NULL;Mon - Fri 9am - 6pm, Sat, Sun 10am - 4pm;City Of Mount Gambier
137.16354700;-30.44986500;171;Andamooka School Community Library;Government Rd, Andamooka  5722;8672 7113;NULL;http://www.libraries.sa.gov.au;NULL;NULL;NULL;NULL
138.40128400;-30.59234900;172;Leigh Creek School Community Library;Blackoak Dr, Leigh Creek  5731;8675 2803;NULL;http://www.libraries.sa.gov.au;NULL;NULL;School terms: Mon 8.30am - 4pm, Tues, Fri 8.30am - 4.30pm, 7pm - 9pm, Wed, Thurs 8.30am - 4.30pm, Sat 9am - 12 noon School holidays: Tues 12 noon - 4.30pm & 7pm - 9pm, Wed 9am - 1pm, Thurs 12 noon - 4.30pm, Fri 12 noon - 4.30pm & 7pm - 9pm, Sat 9am - 12pm;NULL
136.82547100;-31.19946000;173;Woomera Community Library;Woomera Area School, Dewrang Ave, Woomera  5720;8673 7287;community.library@woomera.sa.edu.au;http://www.woomera.sa.edu.au;NULL;NULL;School terms: Mon 12.30pm - 5.30pm, 7pm - 9pm, Tues, Wed 12.30pm - 5.30pm, Thurs, Fri 12.30pm - 4.30pm School holidays: Mon 12.30pm - 4.30pm, 7pm - 9pm, Tues - Fri 12.30pm - 4.30pm;NULL
138.54277231;-34.27169359;174;Owen Community Library;Fourth St, Owen;8528 6116;NULL;http://www.wakefieldrc.sa.gov.au;Located at Owen Primary;NULL;Contact Council;Wakefield Regional Council
